UserID,month_%
B00123F8Y2,1.0
B00136LP22,1.0
B000E6UXV6,1.0
B00136LIAG,1.0
B00BS4QSEE,1.0
B000S51XMQ,1.0
B002R4K6AG,1.0
B00137ZQ0I,1.0
B00BJZO5UQ,1.0
B00138H3LC,1.0
B00138H7BI,1.0
B002ECM06O,1.0
B000W08K0U,1.0
B00138ICVW,1.0
B00BM7Q57M,1.0
B000W08GMW,1.0
B000W1MDPW,1.0
B00138JCDO,1.0
B00BMR4WXQ,1.0
B002DRXHNU,1.0
B000WGMNPC,1.0
B00BWGHIHY,1.0
B002EX1EHY,1.0
B000V616DS,1.0
B000W022JA,1.0
B000W1774O,1.0
B002R1MRLA,1.0
B00BU2VHOA,1.0
B000UO7XRY,1.0
B000UPX2LE,1.0
B000W178XO,1.0
B000W177O4,1.0
B000UQYT5Q,1.0
B00BG59OIM,1.0
B00137VONG,1.0
B00BV8RZTY,1.0
B00137VS8W,1.0
B002QC7J54,1.0
B000V61B1K,1.0
B00BNXAA12,1.0
B0015N2N8I,1.0
B00123FVSA,1.0
B00DGKQOQU,1.0
B00136NE9Y,1.0
B0026F2M5I,1.0
B00122MC0Q,1.0
B000SZFJGW,1.0
B000SX8ASS,1.0
B00122OUI8,1.0
B00122OKQU,1.0
B001QUYGBW,1.0
B00136PM9Y,1.0
B00136NYNK,1.0
B00136PPIC,1.0
B00136PRPS,1.0
B001QLEWW4,1.0
B001QL26HC,1.0
B00136NFOI,1.0
B0013F0E16,1.0
B00122ML0W,1.0
B00122MLIY,1.0
B001YXWAB4,1.0
B002AEIK42,1.0
B000SZFOHQ,1.0
B002A5UZPI,1.0
B001229C18,1.0
B000SZZFUC,1.0
B002AD9TMK,1.0
B0012298LC,1.0
B0026BI3OQ,1.0
B000T006RI,1.0
B00122X5VG,1.0
B0012288VS,1.0
B001W0BHF4,1.0
B001226JXM,1.0
B001227HXS,1.0
B000T00CKE,1.0
B00136NEAI,1.0
B00122FXF2,1.0
B001237DT0,1.0
B00122HHP6,1.0
B00136RL02,1.0
B00136RKIK,1.0
B0013D6QP6,1.0
B00136Q00O,1.0
B0013HYOKG,1.0
B00136RJJK,1.0
B0013JWPPU,1.0
B0014ESIQ4,1.0
B000QP4IBG,1.0
B0012C9GKU,1.0
B0014KDDFO,1.0
B001RN98N4,1.0
B0014LPT5K,1.0
B00136JD9Y,1.0
B00136JCCW,1.0
B001VFSNYS,1.0
B00136RVCU,1.0
B00136RVG6,1.0
B00136NE8A,1.0
B000SZBPAQ,1.0
B00136NUG6,1.0
B00122IPBG,1.0
B001237CUK,1.0
B00124BPBG,1.0
B00136NOVM,1.0
B00136RS8C,1.0
B001R5WZ28,1.0
B0013HYLT0,1.0
B00136RTJA,1.0
B00137GBC0,1.0
B0013AWVDK,1.0
B00137G8OG,1.0
B00137G8MS,1.0
B00C3NADUE,1.0
B00C5CO06Q,1.0
B00C5ZMMVI,1.0
B0011W7GKS,1.0
B00B22MG70,1.0
B0011Z1D8Q,1.0
B00B2LVXHU,1.0
B001E9ULJ6,1.0
B001GUJD2O,1.0
B00B59OY48,1.0
B00B5CFVJW,1.0
B00B6CDOFO,1.0
B000TDSRVM,1.0
B00B6HWOSM,1.0
B001GH1ZQE,1.0
B0011Z310Y,1.0
B0017VJXEA,1.0
B001GFKIBE,1.0
B00CBBYA6Q,1.0
B001HE0KJE,1.0
B00B1OFPHC,1.0
B001HEZVDE,1.0
B00B9ZI5PC,1.0
B001KUU7X4,1.0
B000VZXDO4,1.0
B00B931GMI,1.0
B001FJ2JAE,1.0
B000VWMTHE,1.0
B001FXOL4W,1.0
B000V66URU,1.0
B00BEBM9JY,1.0
B000V66UV6,1.0
B001D232KE,1.0
B00BD2HFCU,1.0
B00BD9SKRW,1.0
B000V64UXQ,1.0
B000VZKP8G,1.0
B0017XCJXU,1.0
B00D4CH7HK,1.0
B000WL7MXU,1.0
B0011W3WRE,1.0
B0016Q7A32,1.0
B00CZF8A9Q,1.0
B00CZF8BOA,1.0
B00CZXBA54,1.0
B00CZXNBA6,1.0
B001I8C768,1.0
B001224ZRY,1.0
B00D052F50,1.0
B000T1EJ0W,1.0
B00D052RP8,1.0
B00D23K3OK,1.0
B001A7DHW0,1.0
B0011Z74IO,1.0
B00DH72QZA,1.0
B00DE3QDKG,1.0
B001HWU3XO,1.0
B00CYQMD94,1.0
B001IB9ZHE,1.0
B0017DHRJ6,1.0
B0011W3VXO,1.0
B00D4FCUCO,1.0
B0018DS15O,1.0
B001I2NN44,1.0
B0018QVOQ4,1.0
B001IYWHJ4,1.0
B00D7N7E1A,1.0
B00168G2M0,1.0
B00D3FGIMS,1.0
B00CZF8B68,1.0
B00CY1KNTQ,1.0
B0011XCZ1M,1.0
B0011WDZGW,1.0
B000TDSPJG,1.0
B000V62U4M,1.0
B001KVXJPG,1.0
B00B931B1E,1.0
B00BBRS0OE,1.0
B00C0NFPTQ,1.0
B000W239UY,1.0
B002IEW504,1.0
B000W216ZY,1.0
B002HP8EKE,1.0
B000W0112Y,1.0
B000VRL9IE,1.0
B00C20PHVS,1.0
B00BF2UKDE,1.0
B001BVDRR0,1.0
B00BEU733C,1.0
B001BW8KRG,1.0
B00AU1L292,1.0
B000V693C4,1.0
B00AU1L44K,1.0
B00BZIOAOS,1.0
B00BXGWR56,1.0
B00BXGWBE8,1.0
B0013804EU,1.0
B002BPH1F4,1.0
B00C6MHYA4,1.0
B00C6MPHBC,1.0
B00C6MPTT2,1.0
B00C6MPZE6,1.0
B00C6XNUJ2,1.0
B002FN1HR0,1.0
B00BXBE3DK,1.0
B001380ZT4,1.0
B000W25BZU,1.0
B000W25BXM,1.0
B00C90T71W,1.0
B001384PFY,1.0
B00BWJ61NI,1.0
B001BKNWOY,1.0
B000V66YS0,1.0
B00AY9UGCY,1.0
B000V63C4Y,1.0
B00AN93RHQ,1.0
B00ANGVEJM,1.0
B001J29J7I,1.0
B00AOMSQPU,1.0
B001CP3OZA,1.0
B001CS12DS,1.0
B001KPUZ90,1.0
B001BJD9MU,1.0
B001EJH4SW,1.0
B000VZMO6C,1.0
B000V62YY8,1.0
B00B115OE4,1.0
B00BEQZ5J0,1.0
B001F3FZVK,1.0
B00AN93Q0O,1.0
B001J2WNE4,1.0
B00AYNG9BC,1.0
B00B0NDF26,1.0
B001CDNJWU,1.0
B001CKWT74,1.0
B00B09BGQW,1.0
B001K69F9U,1.0
B000VIP5R4,1.0
B001K5AAJA,1.0
B00B113C0C,1.0
B001BKEWE8,1.0
B00B113E0U,1.0
B000V8CBB2,1.0
B000V6RA5G,1.0
B000V8A95C,1.0
B00AO7CE6C,1.0
B000VHPY12,1.0
B00FPCITOC,1.0
B0054S2QPU,1.0
B0083EYC4A,1.0
B00GURQ3BW,1.0
B003BNCBVY,1.0
B00EO9XY06,1.0
B00GVZSTZQ,1.0
B00ELP23F0,1.0
B00GUDGB4K,1.0
B00ELD1RPY,1.0
B0036NUB6Q,1.0
B00GJ4MQ62,1.0
B00GV5661A,1.0
B00GV8B0PY,1.0
B00GTWPM9C,1.0
B00GWVE4YE,1.0
B0038YID1S,1.0
B00EI6E17A,1.0
B00GPFZOXM,1.0
B00GPCJHI8,1.0
B00GKVBTSU,1.0
B003J5WO48,1.0
B00EGF40YC,1.0
B0083GCZQA,1.0
B00EFNXOP6,1.0
B00GKBFS4Q,1.0
B003HB9NPM,1.0
B00GK8KJ0C,1.0
B00GK8KIOY,1.0
B00GK16M46,1.0
B003G8WI7G,1.0
B003FQJSVI,1.0
B00ECMFVAG,1.0
B00GJ9B62M,1.0
B003DUJM3A,1.0
B0039F9ZHM,1.0
B0039W489K,1.0
B00EHF64Y0,1.0
B00GR0FY80,1.0
B00HFWYDQS,1.0
B00G3J0CU0,1.0
B00GTUKZDW,1.0
B00GTUHDL4,1.0
B00HE2IV1M,1.0
B004LD88UG,1.0
B00HE7ZU1G,1.0
B00GTB85C4,1.0
B00GT4597A,1.0
B00GS5DX3M,1.0
B004O4J4VE,1.0
B00HFAFX6Y,1.0
B004NYNGTQ,1.0
B004L99MNW,1.0
B00HFHGG68,1.0
B003A7YL64,1.0
B00HFTU7JS,1.0
B00HFWY86S,1.0
B00HFWYA3E,1.0
B00HFWYCAK,1.0
B00GPLAWZQ,1.0
B00GX9G9WA,1.0
B00EH2PJXU,1.0
B00GX9E4ZO,1.0
B00EH49FRE,1.0
B003ACHIL4,1.0
B00GX9DUGS,1.0
B003A981VI,1.0
B00EH6SNBG,1.0
B00EHAJPJ6,1.0
B00GJ8H168,1.0
B00GJ4L1W2,1.0
B00EB874SI,1.0
B00EVPBYY6,1.0
B009KGKF3M,1.0
B009KUA7AE,1.0
B009KUAOH0,1.0
B009L5EOCU,1.0
B00EWS5IO4,1.0
B00EW0VRQ0,1.0
B002ZG982S,1.0
B00EDTHC7S,1.0
B00DIHZ6ZQ,1.0
B00DIM3WD4,1.0
B00FY9KQ9C,1.0
B00EVCDDMK,1.0
B00313Z08A,1.0
B00GLP4BL2,1.0
B009LUCNXW,1.0
B00EP550SS,1.0
B00EP55GAK,1.0
B0042UFWP2,1.0
B0042UC0SO,1.0
B00EP6OLJ6,1.0
B009GQ2VNS,1.0
B009G8GTFM,1.0
B009G78L9U,1.0
B009G78GRW,1.0
B00ERMICY8,1.0
B00EPXY2F2,1.0
B009G78G2C,1.0
B009VLX8FS,1.0
B009TZATWG,1.0
B00EQNZF48,1.0
B00EQO0GB4,1.0
B00EVCD9HY,1.0
B00GLP4CRK,1.0
B00GLP4DMO,1.0
B00GMT0SGO,1.0
B00EE0O6HU,1.0
B003BREHBM,1.0
B00GJ2N10O,1.0
B002WQ0TN8,1.0
B00GHS2KAM,1.0
B002WMP162,1.0
B00EELD9F4,1.0
B00GJ4LRJ4,1.0
B00GLP4AJK,1.0
B00EOFP8NG,1.0
B00EOKQBHS,1.0
B002UVEJS6,1.0
B00GMVA826,1.0
B002UV9CDI,1.0
B00ET7IFHK,1.0
B0031DMRF4,1.0
B00GM600VA,1.0
B00EU2XML8,1.0
B002TA2CM8,1.0
B00GLQQJJS,1.0
B00GLP4KKO,1.0
B00GLP4JP0,1.0
B00EUIMHW2,1.0
B002X9RH2K,1.0
B002XMJ7IO,1.0
B00330WKMA,1.0
B00330UFQS,1.0
B00EUM5T5K,1.0
B0031IL5RA,1.0
B00GLP4GC6,1.0
B00HFWYFK2,1.0
B00G2IAIVK,1.0
B00HKRMB62,1.0
B00O0PO7IM,1.0
B00474E0OW,1.0
B00G9Y64F6,1.0
B00OV9SBO8,1.0
B00GB1OY54,1.0
B00GB78PM6,1.0
B00O6YW8JM,1.0
B00O0PNKT4,1.0
B004KPAXXU,1.0
B00GBACRFO,1.0
B00N2FDQP6,1.0
B00HW0HYBO,1.0
B004CAWKXE,1.0
B00HW0J51Q,1.0
B00HW0JBJM,1.0
B00OVKKUW8,1.0
B0046X9EU4,1.0
B0046X7VAO,1.0
B0046DU2J6,1.0
B00PRUAV3O,1.0
B00G7MJ4R0,1.0
B00G7IXSNA,1.0
B00QNK6PZ0,1.0
B0045NDTUQ,1.0
B00G7IVLLG,1.0
B00RYGLWQ4,1.0
B00G7HKJVA,1.0
B004AW90E6,1.0
B00482XFDA,1.0
B0048W3SQ4,1.0
B00G7HG10I,1.0
B00G79F8F0,1.0
B00WHC50NG,1.0
B004CD0QXC,1.0
B00HW0JYO4,1.0
B00Y23I2PQ,1.0
B00HRN0C7E,1.0
B00HQSCD7W,1.0
B00HQSCCPK,1.0
B00HS3VTCA,1.0
B00HSSZVVA,1.0
B004BKN7I2,1.0
B00HSSZW64,1.0
B00HOXFAL0,1.0
B00HU5FDJ6,1.0
B00HNIEWUQ,1.0
B004BCM8GC,1.0
B00HNIEQNE,1.0
B00HNEQS3E,1.0
B00HNEPOPW,1.0
B004B2VTJE,1.0
B00HWLZ16I,1.0
B004AXOBCG,1.0
B012JA3M2G,1.0
B00I37M1QI,1.0
B004EK6UGU,1.0
B004EI3ON4,1.0
B00I2HHAX8,1.0
B00HZ2PJMU,1.0
B00HZ2PJ0M,1.0
B01929H4VM,1.0
B019I9ZVBQ,1.0
B00HYPANQU,1.0
B004CTBWXO,1.0
B00HXCHEX4,1.0
B01E8ZF3D6,1.0
B00GYIZTOO,1.0
B004ATPEH6,1.0
B00H9B2REU,1.0
B00FZ11C0G,1.0
B004SBST2S,1.0
B00H2EBJSE,1.0
B00H2S55IA,1.0
B00FZ1G5VM,1.0
B00H7N71T6,1.0
B004X0Y9N2,1.0
B004WW88BK,1.0
B00H4IVMDA,1.0
B00H4KX4IY,1.0
B00H4OXD1I,1.0
B00H4R2HS0,1.0
B00FYEPZ70,1.0
B00FY9PGJ2,1.0
B00HCT1F7Y,1.0
B004VNB1X2,1.0
B00H28284O,1.0
B004VLGQSY,1.0
B00G725PDW,1.0
B00HHH9SF2,1.0
B00HFWYGOC,1.0
B00HFWYKB6,1.0
B00G205BZG,1.0
B00HG4L8S6,1.0
B00HG4LVII,1.0
B00HG6AOES,1.0
B004KBTH8G,1.0
B00HHKGPPA,1.0
B00G4U7U26,1.0
B00G4M9L1C,1.0
B00G25WMCG,1.0
B00FZ76O7G,1.0
B004RF0JUU,1.0
B004AC3HMC,1.0
B00GDL60JU,1.0
B00GBCXC0Q,1.0
B004ABXO08,1.0
B00GGVD8OW,1.0
B00H8CNC80,1.0
B00GGGMSI4,1.0
B0049SEVDQ,1.0
B00H91S8NE,1.0
B00GG3OYMK,1.0
B0048YE6LS,1.0
B0048W8W92,1.0
B0048W7HM0,1.0
B0048W3SRS,1.0
B00GG3OXW6,1.0
B00GG1ICNY,1.0
B00GD2L59O,1.0
B00FZFRVPW,1.0
B00H9UHZSY,1.0
B004UE3784,1.0
B00GBKIOWY,1.0
B00GBKIEXI,1.0
B00GBKI2OE,1.0
B00GH5Q5PG,1.0
B00G725DOI,1.0
B004SBW17W,1.0
B00H7ND1XG,1.0
B00HCWF0CW,1.0
B004S5OTM8,1.0
B00GZH89EQ,1.0
B00G04I732,1.0
B00G00AXQ0,1.0
B009RRTTA4,1.0
B00GKU060I,1.0
B00DR4OUDY,1.0
B009FO756E,1.0
B00E91Q7Z8,1.0
B009Y6UKOM,1.0
B00A7ZXMP8,1.0
B004XPP9Y0,1.0
B00E860T26,1.0
B00A3M6PFY,1.0
B0063BT8G2,1.0
B00E4AQH68,1.0
B00FNBFQI2,1.0
B00FN8H8XG,1.0
B009Y6U9D4,1.0
B00A87ERYK,1.0
B003NJVBPS,1.0
B00FMRNRTM,1.0
B00DO0UQB6,1.0
B004XNDZQQ,1.0
B00FMJJ1NG,1.0
B009Y6V44W,1.0
B00E3RE7SM,1.0
B009ZKNA8A,1.0
B00A2KV7XW,1.0
B00DYMB24O,1.0
B009ZKNATY,1.0
B006Q77W8Y,1.0
B009G3T2T2,1.0
B009ZKNB8E,1.0
B00E9OGMPA,1.0
B00A7ZXBE0,1.0
B006M6W0AY,1.0
B003R8FBP6,1.0
B003PY3DSO,1.0
B00E91QA9Q,1.0
B00A14V1GC,1.0
B009Z3PW5Q,1.0
B00FP1NNJY,1.0
B00FP1NMS6,1.0
B00FOXUSCS,1.0
B0062IQPPI,1.0
B00A87ESZS,1.0
B009EAO6P2,1.0
B009EANQQW,1.0
B009Z3PW38,1.0
B003Y3SRAU,1.0
B00FLRELLG,1.0
B006OITIWS,1.0
B00FLLT0VS,1.0
B00A8Z6M5E,1.0
B00A8Z6RMC,1.0
B00A9937CU,1.0
B00AAAKH80,1.0
B00FLLSGUE,1.0
B00AAAKL4U,1.0
B003VXHTG6,1.0
B00E82U786,1.0
B00E5Z8CI8,1.0
B00E5Z8D28,1.0
B00E635ZI4,1.0
B003X73QA8,1.0
B009Y2KR4E,1.0
B003Y3XO4O,1.0
B00DYLVD62,1.0
B009Y4FXT6,1.0
B00A8U0OYO,1.0
B00DPIZIBA,1.0
B00E5XMMZ4,1.0
B00FM4LFOO,1.0
B009YZU3OU,1.0
B00DPJ22JA,1.0
B00EWS7MNY,1.0
B00DPJUZ1M,1.0
B009D9L77Y,1.0
B009XJVKIU,1.0
B009CW0FXO,1.0
B009CRGC18,1.0
B009EANFQ8,1.0
B00E80JIH4,1.0
B003Y3ZTKG,1.0
B003Y3XTJO,1.0
B009XJVK58,1.0
B00DRA0WXA,1.0
B00DMU5X0C,1.0
B00FGDAHKE,1.0
B00FHAER7K,1.0
B00DUZDMBG,1.0
B0043ZDFEQ,1.0
B00ABB7T6G,1.0
B0043Z809Q,1.0
B00DV70XK6,1.0
B006KYH2G0,1.0
B006H1ME5A,1.0
B009Y6WTBE,1.0
B00E1W1E0I,1.0
B00DVAZGFK,1.0
B0089T17YM,1.0
B009G3T1J8,1.0
B0043X6AMW,1.0
B00E5UE4QC,1.0
B009VQ1B16,1.0
B00AIGPIZI,1.0
B006H3EYII,1.0
B00AHXDKO8,1.0
B00DRDSNW4,1.0
B009P3S1PO,1.0
B0083WM9F6,1.0
B0084165ME,1.0
B00E0S7HI6,1.0
B00FJRLQZW,1.0
B008591TBW,1.0
B0043CJC3C,1.0
B00DUIC21E,1.0
B00FJG6K4U,1.0
B009MTDFWA,1.0
B00E0FP9MK,1.0
B00DUFE30U,1.0
B00DUFE59E,1.0
B00AHXDGBA,1.0
B006L5O9GY,1.0
B00AAAKHZ8,1.0
B0099G7KDQ,1.0
B00AAP5F8W,1.0
B00FHAB46C,1.0
B00DYAS5PK,1.0
B0099G6UPU,1.0
B009YUGQJ6,1.0
B00DW22TSO,1.0
B00A6X6XES,1.0
B0098PIAVY,1.0
B009AKJLYW,1.0
B00E20KQKI,1.0
B009Y6YIXG,1.0
B006QWZ330,1.0
B00G727P4E,0.6666666666666666
B007P52ZV0,0.6666666666666666
B00C7D4U2C,0.6666666666666666
B00FYI4XOC,0.6666666666666666
B00BO2X4LK,0.6666666666666666
B007P5302I,0.6666666666666666
B00ABH9UR6,0.6666666666666666
B00C7C2H14,0.6666666666666666
B00BHL4KP2,0.6666666666666666
B00BPLGEEE,0.6666666666666666
B00GGRBSUW,0.6666666666666666
B007X2L7ZA,0.6666666666666666
B00FYI882U,0.6666666666666666
B00G07ITSW,0.6666666666666666
B00GGR95WA,0.6666666666666666
B00CB6AFPQ,0.6666666666666666
B009Y4E5T0,0.6666666666666666
B00940XL62,0.6666666666666666
B00ACDMLH0,0.6666666666666666
B00G87QMA6,0.6666666666666666
B00FYEQSOE,0.6666666666666666
B009Y6VUM8,0.6666666666666666
B00G79AZEY,0.6666666666666666
B00BIXEW0M,0.6666666666666666
B00FYEQTU2,0.6666666666666666
B00BHNO0UA,0.6666666666666666
B00BNVT3XK,0.6666666666666666
B007PW067I,0.6666666666666666
B00137V7Q0,0.6666666666666666
B00GBCMIOW,0.6666666666666666
B009Y2KRIA,0.6666666666666666
B00G07IXWE,0.6666666666666666
B00C88O8CI,0.6666666666666666
B00BHNLYXQ,0.6666666666666666
B00123K19E,0.6666666666666666
B007ZHIVGG,0.6666666666666666
B00940XGHG,0.6666666666666666
B00GG657N2,0.6666666666666666
B00BNYEXPA,0.6666666666666666
B00BMEF7GK,0.6666666666666666
B00BHL4JWQ,0.6666666666666666
B009Y4JKPY,0.6666666666666666
B007MSUAV2,0.6666666666666666
B00C5ZMQG4,0.6666666666666666
B008OPD2M6,0.6666666666666666
B007MSTPIG,0.6666666666666666
